Date,Quarter,Qtr,Year,Customer ID,Total_amount,Profit Percentage(%),Profit (INR),Cost Price 
Sat Jan 20 00:00:00 CET 2018,2018 - Q1,B07FWYAZW,579.0,13.0%,429.78
Sat Jan 20 00:00:00 CET 2018,2018 - Q1,B07FWWYTX,650.0,13.0%,491.55
Sat Jan 20 00:00:00 CET 2018,2018 - Q1,B07FWWZUT,842.0,13.0%,658.59
Sat Jan 20 00:00:00 CET 2018,2018 - Q1,B07FWVWUR,393.0,13.0%,267.96
Sun Jan 21 00:00:00 CET 2018,2018 - Q1,B07FWYVSS,842.0,13.0%,658.59
Sun Jan 21 00:00:00 CET 2018,2018 - Q1,B07FWXSRX,853.0,17.0%,637.44
Sun Jan 21 00:00:00 CET 2018,2018 - Q1,B07FWYWVV,725.0,17.0%,531.2
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWXYRV,535.0,17.0%,373.5
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWWTZX,680.0,17.0%,493.85
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWWVWY,650.0,13.0%,491.55
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWXTVZ,650.0,13.0%,491.55
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWXSZV,680.0,17.0%,493.85
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWWYWV,680.0,17.0%,493.85
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWYTUR,680.0,17.0%,493.85
Mon Jan 22 00:00:00 CET 2018,2018 - Q1,B07FWVVYW,680.0,17.0%,493.85
Tue Jan 23 00:00:00 CET 2018,2018 - Q1,B07FWXUQY,680.0,17.0%,493.85
Tue Jan 23 00:00:00 CET 2018,2018 - Q1,B07FWYWVR,550.0,13.0%,404.55
Tue Jan 23 00:00:00 CET 2018,2018 - Q1,B07FWVXWR,584.0,17.0%,414.17
Wed Jan 24 00:00:00 CET 2018,2018 - Q1,B07FWVYTY,984.0,17.0%,746.17
Wed Jan 24 00:00:00 CET 2018,2018 - Q1,B07FWWSRT,680.0,17.0%,493.85
Wed Jan 24 00:00:00 CET 2018,2018 - Q1,B07FWXUXW,680.0,17.0%,493.85
Wed Jan 24 00:00:00 CET 2018,2018 - Q1,B07FWXSUY,680.0,17.0%,493.85
Wed Jan 24 00:00:00 CET 2018,2018 - Q1,B07FWWBUR,680.0,17.0%,493.85
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWVVUU,695.0,17.0%,506.3
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWWXTT,695.0,17.0%,506.3
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWVXUY,695.0,17.0%,506.3
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWWYQZ,700.0,17.0%,510.45
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWYUYW,685.0,17.0%,498.0
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWYWWZ,984.0,17.0%,746.17
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWYWYQ,550.0,13.0%,404.55
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWXVTT,775.0,13.0%,600.3
Thu Jan 25 00:00:00 CET 2018,2018 - Q1,B07FWXXQV,535.0,17.0%,373.5
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWVYQW,700.0,17.0%,510.45
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWXUWZ,300.0,17.0%,178.45
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWWUUU,700.0,17.0%,510.45
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWVZUR,730.0,13.0%,561.15
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWXVTW,700.0,17.0%,510.45
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWVBXW,695.0,17.0%,506.3
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWVVUZ,310.0,18.0%,184.5
Fri Jan 26 00:00:00 CET 2018,2018 - Q1,B07FWWZXX,695.0,17.0%,506.3
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWXVWW,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWWWWW,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWXUQU,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWYWTV,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWXAYS,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWVAVV,300.0,17.0%,178.45
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWXXUQ,310.0,18.0%,184.5
Sat Jan 27 00:00:00 CET 2018,2018 - Q1,B07FWXVRU,550.0,13.0%,404.55
Sun Jan 28 00:00:00 CET 2018,2018 - Q1,B07FWXVQU,695.0,17.0%,506.3
Sun Jan 28 00:00:00 CET 2018,2018 - Q1,B07FWWTRW,695.0,17.0%,506.3
Sun Jan 28 00:00:00 CET 2018,2018 - Q1,B07FWYWSS,775.0,13.0%,600.3
Sun Jan 28 00:00:00 CET 2018,2018 - Q1,B07FWVYZQ,300.0,17.0%,178.45
Mon Jan 29 00:00:00 CET 2018,2018 - Q1,B07FWYVYU,695.0,17.0%,506.3
Tue Jan 30 00:00:00 CET 2018,2018 - Q1,B07FWVXYQ,842.0,13.0%,658.59
Tue Jan 30 00:00:00 CET 2018,2018 - Q1,B07FWVVRR,390.0,17.0%,253.15
Tue Jan 30 00:00:00 CET 2018,2018 - Q1,B07FWVVYQ,695.0,13.0%,530.7
Wed Jan 31 00:00:00 CET 2018,2018 - Q1,B07FWXZTT,695.0,13.0%,530.7
Wed Jan 31 00:00:00 CET 2018,2018 - Q1,B07FWWBZQ,1684.0,13.0%,1317.18
Wed Jan 31 00:00:00 CET 2018,2018 - Q1,B07FWWYRT,695.0,13.0%,530.7
Wed Jan 31 00:00:00 CET 2018,2018 - Q1,B07FWXZVZ,1084.0,13.0%,869.13
Thu Feb 01 00:00:00 CET 2018,2018 - Q1,B07FWXWYZ,710.0,13.0%,543.75
Fri Feb 02 00:00:00 CET 2018,2018 - Q1,B07FWYVYU,695.0,17.0%,506.3
Sat Feb 03 00:00:00 CET 2018,2018 - Q1,B07FWXBYY,1044.0,18.0%,786.38
Sun Feb 04 00:00:00 CET 2018,2018 - Q1,B07FWXZYW,285.0,17.0%,166.0
Mon Feb 05 00:00:00 CET 2018,2018 - Q1,B07FWWSYU,984.0,13.0%,782.13
Mon Feb 05 00:00:00 CET 2018,2018 - Q1,B07FWVXUT,661.0,17.0%,478.08
Mon Feb 05 00:00:00 CET 2018,2018 - Q1,B07FWVYWU,393.0,13.0%,267.96
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWXTVS,995.0,13.0%,791.7
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWYBZY,661.0,17.0%,478.08
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWXVXT,860.0,13.0%,674.25
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWYUST,650.0,13.0%,491.55
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWVYUW,730.0,13.0%,561.15
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWVZSV,808.0,13.0%,629.01
Tue Feb 06 00:00:00 CET 2018,2018 - Q1,B07FWXAYW,808.0,13.0%,629.01
Wed Feb 07 00:00:00 CET 2018,2018 - Q1,B07FWXAZV,1044.0,18.0%,786.38
Wed Feb 07 00:00:00 CET 2018,2018 - Q1,B07FWYTYX,661.0,17.0%,478.08
Thu Feb 08 00:00:00 CET 2018,2018 - Q1,B07FWYZXY,515.0,17.0%,356.9
Thu Feb 08 00:00:00 CET 2018,2018 - Q1,B07FWYTSZ,470.0,13.0%,334.95
Thu Feb 08 00:00:00 CET 2018,2018 - Q1,B07FWXYSR,470.0,13.0%,334.95
Fri Feb 09 00:00:00 CET 2018,2018 - Q1,B07FWXYSQ,579.0,13.0%,429.78
Fri Feb 09 00:00:00 CET 2018,2018 - Q1,B07FWXBUQ,730.0,13.0%,561.15
Fri Feb 09 00:00:00 CET 2018,2018 - Q1,B07FWXYTQ,470.0,13.0%,334.95
Fri Feb 09 00:00:00 CET 2018,2018 - Q1,B07FWXAQU,700.0,17.0%,510.45
Fri Feb 09 00:00:00 CET 2018,2018 - Q1,B07FWVZRY,700.0,17.0%,510.45
Sat Feb 10 00:00:00 CET 2018,2018 - Q1,B07FWYVYW,515.0,17.0%,356.9
Sat Feb 10 00:00:00 CET 2018,2018 - Q1,B07FWVWVZ,661.0,17.0%,478.08
Sat Feb 10 00:00:00 CET 2018,2018 - Q1,B07FWVVRT,995.0,13.0%,791.7
Sat Feb 10 00:00:00 CET 2018,2018 - Q1,B07FWWUYZ,730.0,13.0%,561.15
Sun Feb 11 00:00:00 CET 2018,2018 - Q1,B07FWXVWQ,842.0,13.0%,658.59
